season,teamId,gameType,teamName,teamCity,teamScore,opponentScore,assists,rebounds,blocks,steals,turnovers,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,plusMinusPoints,foulsPersonal,numMinutes,win,gamesPlayed,teamScoreTotal,opponentScoreTotal,assistsTotal,reboundsTotal,blocksTotal,stealsTotal,turnoversTotal,fieldGoalsPercentage,threePointersPercentage,freeThrowsPercentage,proportionThreePoint,losses,team,salary,teamScore_norm,teamScore_rank,assists_norm,assists_rank,rebounds_norm,rebounds_rank,blocks_norm,blocks_rank,steals_norm,steals_rank,turnovers_norm,turnovers_rank,fieldGoalsMade_norm,fieldGoalsMade_rank,fieldGoalsAttempted_norm,fieldGoalsAttempted_rank,threePointersMade_norm,threePointersMade_rank,threePointersAttempted_norm,threePointersAttempted_rank,freeThrowsMade_norm,freeThrowsMade_rank,freeThrowsAttempted_norm,freeThrowsAttempted_rank,fieldGoalsPercentage_norm,fieldGoalsPercentage_rank,threePointersPercentage_norm,threePointersPercentage_rank,freeThrowsPercentage_norm,freeThrowsPercentage_rank,proportionThreePoint_norm,proportionThreePoint_rank,plusMinusPoints_norm,plusMinusPoints_rank,foulsPersonal_norm,foulsPersonal_rank,numMinutes_norm,numMinutes_rank,win_norm,win_rank,losses_norm,losses_rank,gamesPlayed_norm,gamesPlayed_rank,salary_norm,salary_rank
1990-1991,1610612760,Playoffs,SuperSonics,Seattle,103.6,106.4,20.8,38.6,4.6,9.2,15.6,189.0,412.0,13.0,46.0,127.0,155.0,-2.8,27.0,240.0,2.0,5,518,532,104.0,193.0,23.0,46.0,78.0,0.4587378640776699,0.2826086956521739,0.8193548387096774,0.11165048543689321,3.0,SuperSonics,10590000.0,0.5198847262247837,25,0.374258329529895,39,0.14447786850021493,39,0.5191366906474819,26,0.6943065693430656,11,0.43859649122807015,26,0.024185068349106203,37,0.022314718464562375,38,0.029585798816568046,33,0.01936108422071636,37,0.04190207156308851,38,0.03908554572271387,38,0.5171481162428743,34,0.5023384721981639,35,0.8476117370743352,5,0.617391773421892,12,0.5424860853432282,27,0.7518159806295399,38,0.0,19,0.031746031746031744,29,0.016666666666666666,2,0.02531645569620253,9,0.4450589433852423,17
1990-1991,1610612760,Regular Season,SuperSonics,Seattle,106.63414634146342,105.40243902439025,24.902439024390244,41.40243902439025,4.634146341463414,10.5,16.5,3500.0,7117.0,136.0,427.0,1608.0,2143.0,1.2317073170731707,24.0609756097561,242.4390243902439,41.0,82,8744,8643,2042.0,3395.0,380.0,861.0,1353.0,0.4917802444850358,0.3185011709601874,0.7503499766682221,0.05999718982717437,41.0,SuperSonics,10590000.0,0.6095100864553314,15,0.7581013235965313,17,0.366673828964332,25,0.5251798561151078,24,0.9277372262773723,2,0.5175438596491229,34,0.8945846477392219,7,0.7975488495779859,15,0.39349112426035504,19,0.38818973862536305,21,0.7391713747645952,21,0.7721238938053098,21,0.8056856284787315,9,0.610158896031798,22,0.34855216853013155,31,0.17798038103711608,35,0.6696456853251278,15,0.489225181598063,24,0.2926829268292678,8,0.6507936507936508,12,0.65,19,1.0,1,0.4450589433852423,17
1990-1991,1610612762,Playoffs,Jazz,Utah,105.11111111111111,102.88888888888889,26.22222222222222,43.0,3.888888888888889,6.333333333333333,13.555555555555555,346.0,731.0,17.0,54.0,237.0,282.0,2.2222222222222223,26.88888888888889,240.0,4.0,9,946,926,236.0,387.0,35.0,57.0,122.0,0.47332421340629277,0.3148148148148148,0.8404255319148937,0.07387140902872777,5.0,Jazz,10695000.0,0.5645212936279219,20,0.881586287337086,10,0.49333906317146536,17,0.3932853717026379,36,0.17956204379562044,39,0.25925925925925924,8,0.06545741324921135,34,0.05919759509769915,34,0.04142011834319527,32,0.027105517909002903,35,0.09369114877589454,33,0.08591445427728614,33,0.6445211715735303,22,0.5990851409178103,26,1.0,1,0.2960075060374246,28,0.7008864151721295,12,0.7418886198547215,36,0.0,19,0.06349206349206349,28,0.05,4,0.0759493670886076,7,0.4603405617814001,16
1990-1991,1610612762,Regular Season,Jazz,Utah,103.98780487804878,100.65853658536585,27.036585365853657,40.74390243902439,5.5,7.951219512195122,15.475609756097562,3214.0,6537.0,148.0,458.0,1951.0,2472.0,3.3292682926829267,21.902439024390244,241.21951219512195,54.0,82,8527,8254,2217.0,3341.0,451.0,652.0,1269.0,0.49166284228239254,0.3231441048034934,0.7892394822006472,0.07006271990209577,28.0,Jazz,10695000.0,0.5313400576368874,21,0.9577818347786398,3,0.3144606789858185,29,0.6784172661870503,12,0.47007299270072994,26,0.42768506632434755,24,0.8194006309148265,25,0.7304890738813735,27,0.4289940828402367,16,0.4181994191674734,17,0.9006591337099812,5,0.8934365781710915,6,0.8046604317748599,10,0.6241061953061118,18,0.6298103187203291,15,0.2636072231021528,29,0.7358025250011313,9,0.29636803874092005,10,0.1463414634146339,15,0.8571428571428571,6,0.43333333333333335,13,1.0,1,0.4603405617814001,16
1990-1991,1610612764,Regular Season,Bullets,Washington,101.3780487804878,106.35365853658537,25.378048780487806,43.451219512195124,5.7073170731707314,7.170731707317073,16.170731707317074,3390.0,7268.0,55.0,284.0,1478.0,2028.0,-4.55,23.5,242.1341463414634,30.0,82,8313,8721,2081.0,3563.0,468.0,588.0,1326.0,0.46642817831590533,0.1936619718309859,0.7287968441814595,0.03907539900935608,52.0,,,0.45425072046109494,32,0.8026015518028298,15,0.5291147400085948,14,0.7151079136690647,11,0.32992700729927016,33,0.4886606760804451,29,0.8656677181913774,12,0.8150075153196902,8,0.15384615384615385,26,0.24975798644724104,27,0.6779661016949152,27,0.7297197640117994,25,0.5843026042445251,28,0.23514393131698555,42,0.19267479001790636,40,0.0,43,0.48729128014842304,32,0.43910411622276024,20,0.2560975609756085,10,0.47619047619047616,16,0.8333333333333334,23,1.0,1,,
1990-1991,1610612765,Playoffs,Pistons,Detroit,101.06666666666666,102.2,20.733333333333334,44.733333333333334,3.933333333333333,5.333333333333333,11.266666666666667,577.0,1299.0,46.0,145.0,316.0,432.0,-1.1333333333333333,25.866666666666667,241.66666666666666,7.0,15,1516,1533,311.0,671.0,59.0,80.0,169.0,0.44418783679753654,0.31724137931034485,0.7314814814814815,0.11162432640492687,8.0,Pistons,12910000.0,0.4450528338136405,33,0.3680206907043968,40,0.6307692307692307,9,0.4011510791366906,35,0.0,41,0.05847953216374279,2,0.12618296529968454,31,0.12486992715920915,31,0.12721893491124261,27,0.11519845111326234,29,0.13088512241054615,31,0.14122418879056048,31,0.39009223762228723,38,0.606374501992032,23,0.21209072525797334,39,0.6171692401541868,13,0.595052566481138,23,0.6505569007263923,35,0.19999999999999862,12,0.1111111111111111,26,0.1,7,0.1518987341772152,5,0.7827099403289186,3
1990-1991,1610612765,Regular Season,Pistons,Detroit,100.0609756097561,96.79268292682927,22.25609756097561,44.609756097560975,4.475609756097561,5.939024390243903,13.939024390243903,3194.0,6875.0,131.0,440.0,1686.0,2211.0,3.268292682926829,22.79268292682927,241.52439024390245,50.0,82,8205,7937,1825.0,3658.0,367.0,487.0,1143.0,0.4645818181818182,0.29772727272727273,0.762550881953867,0.064,32.0,Pistons,12910000.0,0.4153458213256484,36,0.5104974897307166,32,0.6209712075633863,11,0.4971223021582733,28,0.10875912408759136,40,0.2928968763371845,10,0.814143007360673,26,0.769568736270089,23,0.378698224852071,20,0.40077444336882867,18,0.775894538606403,14,0.7971976401179941,17,0.5681795479388662,29,0.5477544367982615,32,0.43679201638381787,26,0.21203203971119133,33,0.7338793610570615,10,0.37590799031476996,15,0.18292682926829323,13,0.7936507936507936,8,0.5,15,1.0,1,0.7827099403289186,3
1990-1991,1610612766,Regular Season,Hornets,Charlotte,102.78048780487805,108.02439024390245,24.621951219512194,39.353658536585364,3.707317073170732,9.25609756097561,15.292682926829269,3286.0,7033.0,131.0,417.0,1725.0,2214.0,-5.2439024390243905,23.73170731707317,241.52439024390245,26.0,82,8428,8858,2019.0,3227.0,304.0,759.0,1254.0,0.4672259348784303,0.31414868105515587,0.7791327913279132,0.05929190956917389,56.0,Hornets,10417000.0,0.49567723342939474,29,0.7318575992697397,19,0.20423291792006856,35,0.3611510791366907,39,0.7043795620437956,9,0.4116388532306376,22,0.8383280757097792,20,0.7878367441322697,16,0.378698224852071,20,0.37850919651500486,23,0.794256120527307,13,0.7983038348082596,16,0.5912688909067737,26,0.5970840857194722,27,0.5567163274110483,18,0.17198060548492122,38,0.46540567446490794,35,0.45980629539951556,21,0.18292682926829323,13,0.4126984126984127,19,0.9,26,1.0,1,0.4198806578372872,19
1991-1992,1610612737,Regular Season,Hawks,Atlanta,106.23170731707317,107.73170731707317,25.890243902439025,46.170731707317074,3.902439024390244,9.670731707317072,14.914634146341463,3492.0,7476.0,210.0,671.0,1517.0,2074.0,-1.2469135802469136,21.597560975609756,242.7439024390244,38.0,82,8711,8834,2123.0,3786.0,320.0,793.0,1223.0,0.46709470304975925,0.31296572280178836,0.7314368370298939,0.08975387907972178,44.0,Hawks,12930000.0,0.6325223150014397,16,0.7103230337078653,10,0.9015025041736228,3,0.15925394548063126,36,0.7819660014781965,7,0.6276132404181184,26,0.9248428532385897,7,0.9858329927802751,3,0.5589041095890411,12,0.6609137055837564,11,0.7671735710540115,22,0.7893069306930693,19,0.5384831938815787,26,0.46565250400697344,29,0.4010768241722919,37,0.3627752323665752,23,0.5890879444338564,23,0.2947640594699419,11,0.3292682926829271,6,0.5671641791044776,12,0.640625,18,1.0,1,0.14862825788751716,13
1991-1992,1610612738,Playoffs,Celtics,Boston,107.1,107.0,24.9,42.2,5.3,7.3,11.4,442.0,886.0,6.0,31.0,181.0,236.0,0.1,22.0,245.0,6.0,10,1071,1070,249.0,422.0,53.0,73.0,114.0,0.49887133182844245,0.1935483870967742,0.7669491525423728,0.034988713318284424,4.0,Celtics,25343000.0,0.6581485747192627,13,0.6247893258426965,18,0.6297161936560937,25,0.40588235294117647,20,0.30303030303030304,36,0.0,1,0.09128177097567641,32,0.08813513145348045,33,0.0,37,0.01116751269035533,40,0.06659674882013635,35,0.061386138613861385,35,0.8949916732800501,3,0.0,43,0.6209800086918728,16,0.0,43,0.6364493996569469,21,0.3374272786037492,13,0.5999999999999993,4,0.08955223880597014,23,0.015625,2,0.08860759493670886,7,1.0,1
1991-1992,1610612738,Regular Season,Celtics,Boston,106.64634146341463,103.02439024390245,25.26829268292683,44.853658536585364,5.902439024390244,7.7560975609756095,13.865853658536585,3543.0,7196.0,110.0,359.0,1549.0,1917.0,3.9382716049382718,20.5609756097561,241.21951219512195,51.0,82,8745,8448,2072.0,3678.0,484.0,636.0,1137.0,0.49235686492495834,0.3064066852367688,0.8080333854981743,0.049888827126181215,31.0,Celtics,25343000.0,0.6447595738554561,14,0.6566011235955058,13,0.8113522537562603,6,0.5121951219512195,13,0.3951712244395171,28,0.4403310104529615,15,0.9387810877288877,5,0.9476910502656314,11,0.28493150684931506,25,0.34416243654822337,27,0.7839538542212899,19,0.7271287128712871,26,0.8219045404055025,5,0.44007638268425564,31,0.875386220456643,3,0.09870128527492483,41,0.7714143531753596,8,0.18487394957983214,6,0.1463414634146339,14,0.7611940298507462,5,0.4375,11,1.0,1,1.0,1
1991-1992,1610612739,Playoffs,Cavaliers,Cleveland,103.58823529411765,101.05882352941177,26.352941176470587,41.11764705882353,6.117647058823529,7.352941176470588,13.470588235294118,655.0,1357.0,51.0,148.0,400.0,483.0,2.5294117647058822,20.41176470588235,241.47058823529412,9.0,17,1761,1718,448.0,699.0,104.0,125.0,229.0,0.48268238761974946,0.34459459459459457,0.8281573498964804,0.10906411201179071,8.0,Cavaliers,16882000.0,0.5545044968750531,22,0.7502891606080634,8,0.555631935578906,28,0.5501730103806228,11,0.31372549019607837,35,0.36974789915966383,12,0.14949439737633233,30,0.15229532761204195,30,0.1232876712328767,28,0.1299492385786802,29,0.18143681174619822,31,0.1592079207920792,31,0.7133646063213445,14,0.5889852116267209,15,1.0,1,0.4906900143559093,13,0.7218746846937747,12,0.1690558576371724,5,0.1764705882352937,13,0.13432835820895522,22,0.078125,6,0.17721518987341772,4,0.41968449931412893,2
1991-1992,1610612739,Regular Season,Cavaliers,Cleveland,108.85365853658537,103.40243902439025,27.5609756097561,42.573170731707314,7.573170731707317,7.512195121951219,12.646341463414634,3427.0,7025.0,253.0,708.0,1819.0,2259.0,5.451219512195122,18.975609756097562,241.52439024390245,57.0,82,8926,8479,2260.0,3491.0,621.0,616.0,1037.0,0.4878291814946619,0.3573446327683616,0.8052235502434706,0.10078291814946619,25.0,Cavaliers,16882000.0,0.7099049812841924,10,0.8546348314606744,4,0.6552587646076793,23,0.8070301291248207,3,0.34589800443458973,32,0.22256097560975607,3,0.9070784367313474,10,0.9243972210870454,21,0.6767123287671233,8,0.698477157360406,8,0.9255374934452019,7,0.8625742574257426,11,0.7711075365390805,8,0.6387023416124792,10,0.857986855994824,5,0.4358337569903406,18,0.824614065180103,6,0.016806722689075786,2,0.18292682926829323,12,0.8507462686567164,2,0.34375,8,1.0,1,0.41968449931412893,2
1991-1992,1610612741,Playoffs,Bulls,Chicago,100.36363636363636,94.18181818181819,24.136363636363637,39.86363636363637,5.5,7.818181818181818,13.090909090909092,852.0,1750.0,54.0,145.0,450.0,612.0,6.181818181818182,23.636363636363637,241.13636363636363,15.0,22,2208,2072,531.0,877.0,121.0,172.0,288.0,0.4868571428571429,0.3724137931034483,0.7352941176470589,0.08285714285714285,7.0,Bulls,16829000.0,0.4593356542679893,33,0.5588291624106232,23,0.4697981484292004,36,0.44117647058823534,18,0.4077134986225896,27,0.301948051948052,8,0.20333424432905164,28,0.20583026835580984,29,0.13150684931506848,27,0.12690355329949238,30,0.2076560041950708,29,0.2102970297029703,29,0.7602020368086954,9,0.6974625894599871,6,0.42496229260935175,34,0.317089894781442,27,0.8503040698581007,4,0.5109008638420404,25,0.13636363636363497,15,0.22388059701492538,20,0.0625,5,0.24050632911392406,2,0.4160493827160494,3
1991-1992,1610612741,Regular Season,Bulls,Chicago,109.89024390243902,99.45121951219512,27.79268292682927,44.048780487804876,5.853658536585366,8.195121951219512,12.804878048780488,3643.0,7168.0,138.0,454.0,1587.0,2132.0,10.439024390243903,20.646341463414632,241.82926829268294,67.0,82,9011,8155,2279.0,3612.0,480.0,672.0,1050.0,0.5082310267857143,0.3039647577092511,0.7443714821763602,0.06333705357142858,15.0,Bulls,16829000.0,0.740498128419234,8,0.8746488764044945,3,0.7562604340567611,13,0.5035868005738882,15,0.48386302044838636,23,0.25087108013937276,7,0.9661109592784914,2,0.943876856014167,13,0.36164383561643837,20,0.44060913705583754,21,0.8038804404824331,17,0.8122772277227723,16,1.0,1,0.430554401130413,32,0.4811721268100252,27,0.18778498301894292,37,1.0,1,0.1939237233354879,7,0.21951219512195255,10,1.0,1,0.1875,7,1.0,1,0.4160493827160494,3
1991-1992,1610612742,Regular Season,Mavericks,Dallas,97.64634146341463,105.29268292682927,19.878048780487806,44.30487804878049,4.2560975609756095,6.536585365853658,14.158536585365853,3120.0,7104.0,268.0,797.0,1499.0,1999.0,-7.469135802469136,22.76829268292683,240.91463414634146,22.0,82,8007,8634,1630.0,3633.0,349.0,536.0,1161.0,0.4391891891891892,0.33626097867001253,0.7498749374687343,0.11219031531531531,60.0,Mavericks,13004000.0,0.37913907284768195,39,0.1910112359550562,40,0.7737896494156928,11,0.22166427546628406,33,0.14880512441488045,40,0.49259581881533093,17,0.8231757310740639,27,0.9351586977251056,15,0.7178082191780822,5,0.7888324873096447,5,0.7577346617724174,24,0.7596039603960396,24,0.2254055422982676,40,0.5564893507887281,19,0.5152512153512653,23,0.5113986000799365,11,0.3702962539440527,38,0.41887524240465435,20,0.10975609756097457,16,0.3283582089552239,18,0.890625,24,1.0,1,0.1537037037037037,11
1991-1992,1610612743,Regular Season,Nuggets,Denver,99.70731707317073,107.57317073170732,18.9390243902439,45.146341463414636,5.621951219512195,9.426829268292684,17.0,3262.0,7380.0,126.0,418.0,1526.0,2067.0,-7.691358024691358,24.195121951219512,241.21951219512195,24.0,82,8176,8821,1553.0,3702.0,461.0,773.0,1394.0,0.4420054200542005,0.3014354066985646,0.7382680212868892,0.056639566395663955,58.0,Nuggets,11879000.0,0.4399654477397062,35,0.10990168539325823,41,0.8313856427378966,5,0.4626972740315639,16,0.7326927814732694,9,1.0,43,0.8619841486745012,21,0.972755755346683,5,0.3287671232876712,21,0.4040609137055838,23,0.7718930256948086,20,0.7865346534653466,20,0.25700141076854877,38,0.42069152297553497,33,0.44337761899445477,31,0.14341951031967068,39,0.3624822649979883,39,0.5701357466063349,30,0.1463414634146339,14,0.3582089552238806,17,0.859375,23,1.0,1,0.07654320987654321,23
1991-1992,1610612744,Playoffs,Warriors,Golden State,117.0,116.5,23.25,36.25,4.75,10.25,12.25,170.0,352.0,17.0,47.0,111.0,154.0,0.5,27.25,240.0,1.0,4,468,466,93.0,145.0,19.0,41.0,49.0,0.48295454545454547,0.3617021276595745,0.7207792207792207,0.13352272727272727,3.0,Warriors,12500000.0,0.9503311258278144,3,0.4822682584269663,27,0.22245409015025042,40,0.3088235294117647,25,0.898989898989899,4,0.15178571428571422,2,0.016944520360754306,37,0.015392998229124098,39,0.030136986301369864,32,0.027411167512690356,35,0.029889879391714735,36,0.028910891089108912,36,0.7164180005789692,13,0.6556938311253848,9,0.3350815850815849,39,0.6527086937716263,6,0.6505145797598628,19,0.8939883645765999,39,0.0,18,0.014925373134328358,26,0.0,1,0.012658227848101266,11,0.1191358024691358,18
1991-1992,1610612744,Regular Season,Warriors,Golden State,118.6829268292683,114.78048780487805,25.170731707317074,42.84146341463415,4.573170731707317,10.414634146341463,16.158536585365855,3767.0,7427.0,254.0,763.0,1944.0,2606.0,4.222222222222222,24.98780487804878,242.4390243902439,55.0,82,9732,9412,2064.0,3513.0,375.0,854.0,1325.0,0.5072034468829945,0.3328964613368283,0.7459708365310821,0.10273327049952875,27.0,Warriors,12500000.0,1.0,1,0.6481741573033709,15,0.6736227045075127,19,0.27761836441893833,29,0.9322493224932248,3,0.8497386759581884,36,1.0,1,0.9791581528402125,4,0.6794520547945205,7,0.7543147208121828,6,0.9910854745673833,2,1.0,1,0.9884713714871844,2,0.5433698492379468,22,0.4910758210834955,26,0.4487532746646367,17,0.7813988946064417,7,0.6541693600517131,31,0.2926829268292678,7,0.8208955223880597,3,0.375,9,1.0,1,0.1191358024691358,18
1991-1992,1610612745,Regular Season,Rockets,Houston,102.02439024390245,103.7439024390244,25.097560975609756,42.75609756097561,6.963414634146342,8.0,16.353658536585368,3273.0,6894.0,329.0,959.0,1491.0,2020.0,-1.4691358024691359,21.573170731707318,242.4390243902439,42.0,82,8366,8507,2058.0,3506.0,571.0,656.0,1341.0,0.47476066144473456,0.34306569343065696,0.7381188118811881,0.13910646939367566,40.0,Rockets,13274000.0,0.5083501295709763,27,0.6418539325842697,16,0.6677796327212021,20,0.699426111908178,8,0.4444444444444445,25,0.8845818815331014,39,0.8649904345449576,20,0.9065522408391228,24,0.8849315068493151,3,0.9532994923857868,2,0.7535395909805978,25,0.7679207920792079,22,0.624489144656255,21,0.5830234586604234,17,0.4424536684437674,32,0.6896965001123575,4,0.581273955487792,26,0.2921784098254688,10,0.2926829268292678,7,0.6268656716417911,10,0.578125,16,1.0,1,0.17222222222222222,10
1991-1992,1610612746,Playoffs,Clippers,Los Angeles,98.2,102.2,22.2,40.6,5.6,6.0,12.8,195.0,406.0,7.0,27.0,94.0,133.0,-4.0,25.8,240.0,2.0,5,491,511,111.0,203.0,28.0,30.0,64.0,0.4802955665024631,0.25925925925925924,0.706766917293233,0.0665024630541872,3.0,Clippers,12976000.0,0.3954794126115751,38,0.3915730337078651,32,0.5202003338898165,34,0.4588235294117647,17,0.040404040404040435,42,0.25000000000000006,6,0.023776988248155235,36,0.022748944285519684,36,0.0027397260273972603,36,0.007106598984771574,41,0.02097535395909806,39,0.020594059405940595,37,0.6865863733927855,16,0.2562310738411367,41,0.24831309041835342,42,0.2087532781875428,34,0.49228130360205835,32,0.7402714932126698,35,0.0,18,0.029850746268656716,25,0.0,1,0.02531645569620253,10,0.15178326474622772,12
1991-1992,1610612746,Regular Season,Clippers,Los Angeles,102.92682926829268,101.85365853658537,25.036585365853657,42.98780487804878,6.073170731707317,10.048780487804878,15.24390243902439,3347.0,7076.0,145.0,502.0,1601.0,2223.0,1.0731707317073171,22.841463414634145,241.82926829268294,45.0,82,8440,8352,2053.0,3525.0,498.0,824.0,1250.0,0.4730073487846241,0.28884462151394424,0.7201979307242465,0.070944036178632,37.0,Clippers,12976000.0,0.5349841635473652,24,0.6365870786516853,17,0.6836393989983304,18,0.5423242467718795,12,0.858339492485834,5,0.686411149825784,30,0.8852145394916644,17,0.9313445034736412,19,0.38082191780821917,19,0.48934010152284263,19,0.8112218143681175,15,0.8483168316831683,13,0.6048183723185239,23,0.37159537948833604,38,0.3314820582027062,40,0.2381751323879401,32,0.6706689536878216,17,0.42663219133807356,21,0.21951219512195255,10,0.6716417910447762,8,0.53125,14,1.0,1,0.15178326474622772,12
1991-1992,1610612747,Playoffs,Lakers,Los Angeles,94.5,109.25,20.0,33.75,3.75,9.0,14.25,134.0,311.0,9.0,20.0,101.0,130.0,-12.333333333333334,25.5,246.25,1.0,4,378,437,80.0,135.0,15.0,36.0,57.0,0.43086816720257237,0.45,0.7769230769230769,0.06430868167202572,3.0,Lakers,15673000.0,0.28627987330837895,40,0.20154494382022467,39,0.05133555926544241,42,0.1323529411764706,39,0.6464646464646465,12,0.5089285714285714,18,0.007105766602896966,40,0.009807928075194115,40,0.00821917808219178,35,0.0,43,0.02464604090194022,37,0.019405940594059406,38,0.13205029948282934,42,1.0,1,0.6827416173570019,13,0.19422123871299984,35,0.19925671812464263,42,0.7084680025856497,33,0.7499999999999991,2,0.014925373134328358,26,0.0,1,0.012658227848101266,11,0.33676268861454045,4
1991-1992,1610612747,Regular Season,Lakers,Los Angeles,100.35365853658537,101.45121951219512,21.98780487804878,40.8780487804878,4.878048780487805,9.21951219512195,12.731707317073171,3183.0,6977.0,119.0,445.0,1744.0,2278.0,-1.0975609756097562,18.817073170731707,241.82926829268294,43.0,82,8229,8319,1803.0,3352.0,400.0,756.0,1044.0,0.45621327218002006,0.26741573033707866,0.7655838454784899,0.06378099469686112,39.0,Lakers,15673000.0,0.45904117477685014,34,0.37324438202247195,33,0.5392320534223705,31,0.3314203730272597,23,0.690810544469081,10,0.23780487804878056,5,0.8403935501503143,26,0.9178586023702493,22,0.3095890410958904,22,0.43147208121827413,22,0.8862087047718931,10,0.8700990099009901,7,0.41640220158787505,35,0.28803618118860863,40,0.6125256072578283,17,0.19072573637368348,36,0.5943396226415094,22,0.0,1,0.21951219512195255,10,0.6417910447761194,9,0.5625,15,1.0,1,0.33676268861454045,4
1991-1992,1610612748,Playoffs,Heat,Miami,99.33333333333333,117.33333333333333,20.0,33.0,3.0,7.0,14.333333333333334,108.0,239.0,17.0,38.0,65.0,89.0,-18.0,22.666666666666668,240.0,0.0,3,298,352,60.0,99.0,9.0,21.0,43.0,0.45188284518828453,0.4473684210526316,0.7303370786516854,0.1589958158995816,3.0,Heat,11514000.0,0.42892792014588715,36,0.20154494382022467,39,0.0,43,0.0,40,0.24242424242424246,37,0.5238095238095238,19,0.0,43,0.0,43,0.030136986301369864,32,0.018274111675126905,39,0.0057682223387519665,41,0.0031683168316831685,41,0.3678182579378997,37,0.9897384971863621,2,0.3942667819072314,38,0.8214474443481552,2,0.0,43,0.40810170221934944,18,0.0,18,0.0,27,0.0,1,0.0,12,0.05150891632373114,25
1991-1992,1610612748,Regular Season,Heat,Miami,104.97560975609755,109.1829268292683,21.329268292682926,43.329268292682926,4.548780487804878,8.170731707317072,16.24390243902439,3256.0,7061.0,257.0,751.0,1839.0,2329.0,-3.9876543209876543,22.182926829268293,241.82926829268294,38.0,82,8608,8953,1749.0,3553.0,373.0,670.0,1332.0,0.4611244866166265,0.3422103861517976,0.7896092743666809,0.10635887268092338,44.0,Heat,11514000.0,0.59545061906133,19,0.3163623595505617,37,0.7070116861435726,15,0.27331420373027265,30,0.47893569844789347,24,0.8649825783972123,38,0.860344356381525,22,0.9293011851246424,20,0.6876712328767123,6,0.7421319796954314,7,0.9360251704247509,6,0.8902970297029703,6,0.4715021180387022,29,0.5796882982019781,18,0.7612984553731651,8,0.4727699768061711,15,0.4927154140990619,31,0.3568196509372981,15,0.21951219512195255,10,0.5671641791044776,12,0.640625,18,1.0,1,0.05150891632373114,25
1991-1992,1610612749,Regular Season,Bucks,Milwaukee,104.97560975609755,106.6951219512195,24.609756097560975,42.30487804878049,3.8658536585365852,10.524390243902438,15.914634146341463,3321.0,7216.0,371.0,1005.0,1595.0,2104.0,-1.7195121951219512,23.21951219512195,242.4390243902439,31.0,82,8608,8749,2018.0,3469.0,317.0,863.0,1305.0,0.4602272727272727,0.3691542288557214,0.7580798479087453,0.1392738359201774,51.0,Bucks,12451000.0,0.59545061906133,19,0.5997191011235955,20,0.6368948247078464,24,0.15279770444763272,37,0.954422271495442,2,0.8061846689895469,35,0.8781087728887674,18,0.9504154747309631,10,1.0,1,1.0,1,0.8080755112742527,16,0.8011881188118812,18,0.4614360924191659,31,0.6847523389342596,8,0.5660585453836405,19,0.69080516891118,3,0.5724699828473414,27,0.46670976082740784,22,0.2926829268292678,7,0.4626865671641791,14,0.75,20,1.0,1,0.1157750342935528,20
1991-1992,1610612750,Regular Season,Timberwolves,Minnesota,100.45121951219512,107.5,24.695121951219512,40.670731707317074,6.414634146341464,7.548780487804878,13.451219512195122,3366.0,7342.0,126.0,394.0,1379.0,1857.0,-6.864197530864198,22.75609756097561,241.52439024390245,15.0,82,8237,8815,2025.0,3335.0,526.0,619.0,1103.0,0.4584581857804413,0.3197969543147208,0.7425955842757135,0.05366385181149551,67.0,Timberwolves,10763000.0,0.46192052980132453,32,0.6070926966292135,19,0.5250417362270452,33,0.6025824964131996,9,0.35328898743532894,31,0.36628919860627174,11,0.8904072150860891,14,0.9675793488625528,7,0.3287671232876712,21,0.37969543147208124,25,0.6948085998951232,27,0.7033663366336633,27,0.44158834514140416,33,0.4922900105353894,25,0.4701752205790976,30,0.12370779147943572,40,0.39156766829722806,36,0.41758241758241776,19,0.18292682926829323,12,0.22388059701492538,20,1.0,26,1.0,1,0.0,26
1991-1992,1610612751,Playoffs,Nets,New Jersey,101.75,110.0,25.75,40.75,7.75,10.75,13.25,168.0,381.0,12.0,41.0,59.0,83.0,-3.6666666666666665,28.25,240.0,1.0,4,407,440,103.0,163.0,31.0,43.0,53.0,0.4409448818897638,0.2926829268292683,0.7108433734939759,0.10761154855643044,3.0,Nets,12598000.0,0.5002519435646415,29,0.6982092696629214,12,0.5304674457429048,32,0.8382352941176472,2,1.0,1,0.3303571428571428,9,0.01639792292976223,38,0.01934341370385506,37,0.01643835616438356,33,0.02131979695431472,37,0.0026219192448872575,42,0.0007920792079207921,42,0.24510301679539626,39,0.38656235618959955,36,0.27355576150756855,41,0.4810679482538732,14,0.504002287021155,30,1.0,41,0.0,18,0.014925373134328358,26,0.0,1,0.012658227848101266,11,0.12585733882030178,17
