season,teamId,gameType,teamName,teamCity,teamScore,opponentScore,assists,rebounds,blocks,steals,turnovers,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,plusMinusPoints,foulsPersonal,numMinutes,win,gamesPlayed,teamScoreTotal,opponentScoreTotal,assistsTotal,reboundsTotal,blocksTotal,stealsTotal,turnoversTotal,fieldGoalsPercentage,threePointersPercentage,freeThrowsPercentage,proportionThreePoint,losses,team,salary,teamScore_norm,teamScore_rank,assists_norm,assists_rank,rebounds_norm,rebounds_rank,blocks_norm,blocks_rank,steals_norm,steals_rank,turnovers_norm,turnovers_rank,fieldGoalsMade_norm,fieldGoalsMade_rank,fieldGoalsAttempted_norm,fieldGoalsAttempted_rank,threePointersMade_norm,threePointersMade_rank,threePointersAttempted_norm,threePointersAttempted_rank,freeThrowsMade_norm,freeThrowsMade_rank,freeThrowsAttempted_norm,freeThrowsAttempted_rank,fieldGoalsPercentage_norm,fieldGoalsPercentage_rank,threePointersPercentage_norm,threePointersPercentage_rank,freeThrowsPercentage_norm,freeThrowsPercentage_rank,proportionThreePoint_norm,proportionThreePoint_rank,plusMinusPoints_norm,plusMinusPoints_rank,foulsPersonal_norm,foulsPersonal_rank,numMinutes_norm,numMinutes_rank,win_norm,win_rank,losses_norm,losses_rank,gamesPlayed_norm,gamesPlayed_rank,salary_norm,salary_rank
1980-1981,1610612745,Regular Season,Rockets,Houston,108.26829268292683,107.9390243902439,,,,,,3573.0,0.0,21.0,0.0,1711.0,2223.0,0.32926829268292684,23.182926829268293,241.52439024390245,40.0,82,8878,8851,0.0,0.0,0.0,0.0,0.0,inf,inf,0.769680611785875,,42.0,,,0.5512958963282936,11,,,,,,,,,,,0.9431113507684011,8,0.0,3,0.1590909090909091,16,0.0,3,0.7112436115843271,15,0.7234468937875751,16,0.0,1,0.0,1,0.8804467863512495,8,,,0.6476299257567105,14,0.3489298158287707,5,0.09146341463414662,9,0.6451612903225806,9,0.6153846153846154,15,1.0,1,,
1980-1981,1610612746,Regular Season,Clippers,San Diego,106.54878048780488,108.13414634146342,45.0,,,,,3477.0,0.0,132.0,0.0,1651.0,2244.0,-1.5853658536585367,25.329268292682926,240.609756097561,36.0,82,8737,8867,45.0,0.0,0.0,0.0,0.0,inf,inf,0.7357397504456328,,46.0,,,0.49419546436285083,17,1.0,1,,,,,,,,,0.9172283634402804,16,0.0,3,1.0,1,0.0,3,0.6856899488926746,17,0.7304609218436874,15,0.0,1,0.0,1,0.5762991861147905,22,,,0.5579668760708167,21,0.6117471378795419,21,0.036585365853659325,12,0.5806451612903226,12,0.676923076923077,18,1.0,1,,
1980-1981,1610612747,Playoffs,Lakers,Los Angeles,101.33333333333333,102.0,,,,,,118.0,0.0,0.0,0.0,68.0,99.0,-0.6666666666666666,23.0,240.0,1.0,3,304,306,0.0,0.0,0.0,0.0,0.0,inf,,0.6868686868686869,,2.0,,,0.3210043196544274,28,,,,,,,,,,,0.011593421407387436,32,0.0,3,0.0,27,0.0,3,0.011499148211243612,32,0.014028056112224449,31,0.0,1,,,0.13836048565205647,33,,,0.6009899105273178,19,0.32653061224489804,3,0.0,13,0.016129032258064516,24,0.0,1,0.0125,8,,
1980-1981,1610612747,Regular Season,Lakers,Los Angeles,111.1829268292683,107.34146341463415,,,,,,3780.0,0.0,17.0,0.0,1540.0,2111.0,3.841463414634146,23.78048780487805,241.52439024390245,54.0,82,9117,8802,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7295120795831359,,28.0,,,0.6480831533477323,5,,,,,,,,,,,0.9989215421946617,2,0.0,3,0.12878787878787878,18,0.0,3,0.6384156729131175,21,0.6860387441549766,19,0.0,1,0.0,1,0.5204923776515901,23,,,0.8121073672187321,6,0.4221005475360878,8,0.09146341463414662,9,0.8709677419354839,4,0.4,10,1.0,1,,
1980-1981,1610612749,Playoffs,Bucks,Milwaukee,103.85714285714286,107.57142857142857,,,,,,292.0,0.0,3.0,0.0,162.0,212.0,2.5714285714285716,27.857142857142858,240.0,3.0,7,727,753,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7641509433962265,,4.0,,,0.4048133292193768,24,,,,,,,,,,,0.058506335939606365,28,0.0,3,0.022727272727272728,24,0.0,3,0.05153321976149915,28,0.05177020708082832,27,0.0,1,0.0,1,0.8308948508845758,11,,,0.7526311495471977,9,0.9212827988338194,34,0.0,13,0.04838709677419355,22,0.03076923076923077,2,0.0625,6,,
1980-1981,1610612749,Regular Season,Bucks,Milwaukee,113.1219512195122,105.85365853658537,,,18.0,,,3722.0,0.0,30.0,0.0,1802.0,2341.0,7.2682926829268295,26.75609756097561,240.91463414634146,60.0,82,9276,8680,0.0,0.0,18.0,0.0,0.0,inf,inf,0.7697565143101239,,22.0,,,0.7124730021598272,2,,,,,0.8064516129032258,2,,,,,0.9832839040172553,4,0.0,3,0.22727272727272727,13,0.0,3,0.75,11,0.7628590514362057,13,0.0,1,0.0,1,0.881126956791557,7,,,0.9725870930896632,2,0.7864609258337484,31,0.054878048780487285,11,0.967741935483871,2,0.3076923076923077,8,1.0,1,,
1980-1981,1610612751,Regular Season,Nets,New Jersey,106.92682926829268,112.95121951219512,,,,,,3477.0,0.0,34.0,0.0,1780.0,2368.0,-6.024390243902439,26.951219512195124,241.52439024390245,24.0,82,8768,9262,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7516891891891891,,58.0,,,0.5067494600431963,16,,,,,,,,,,,0.9172283634402804,16,0.0,3,0.25757575757575757,11,0.0,3,0.7406303236797275,14,0.77187708750835,11,0.0,1,0.0,1,0.7192237710374327,17,,,0.35008566533409485,31,0.8103534096565458,32,0.09146341463414662,9,0.3870967741935484,16,0.8615384615384616,22,1.0,1,,
1980-1981,1610612752,Playoffs,Knicks,New York,97.0,102.5,,,,,,75.0,0.0,1.0,0.0,43.0,63.0,-5.5,28.5,252.5,0.0,2,194,205,0.0,0.0,0.0,0.0,0.0,inf,inf,0.6825396825396826,,2.0,,,0.1771058315334772,32,,,,,,,,,,,0.0,33,0.0,3,0.007575757575757576,26,0.0,3,0.0008517887563884157,34,0.002004008016032064,33,0.0,1,0.0,1,0.0995678261234429,34,,,0.3746430611079384,29,1.0,35,0.7499999999999991,2,0.0,25,0.0,1,0.0,9,,
1980-1981,1610612752,Regular Season,Knicks,New York,107.91463414634147,106.29268292682927,,,,,,3505.0,0.0,56.0,0.0,1783.0,2383.0,1.6219512195121952,23.353658536585368,241.82926829268294,50.0,82,8849,8716,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7482165337809484,,32.0,,,0.5395518358531319,12,,,,,,,,,,,0.924777568077649,14,0.0,3,0.42424242424242425,5,0.0,3,0.74190800681431,12,0.7768871075484302,9,0.0,1,0.0,1,0.688104943548742,19,,,0.7081667618503712,11,0.36983573917371854,7,0.10975609756097628,8,0.8064516129032258,6,0.46153846153846156,12,1.0,1,,
1980-1981,1610612754,Playoffs,Pacers,Indiana,96.5,110.0,,,,,,75.0,0.0,2.0,0.0,41.0,57.0,-13.5,25.5,240.0,0.0,2,193,220,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7192982456140351,,2.0,,,0.1605021598272137,33,,,,,,,,,,,0.0,33,0.0,3,0.015151515151515152,25,0.0,3,0.0,35,0.0,34,0.0,1,0.0,1,0.4289651456295677,27,,,0.0,34,0.6326530612244898,23,0.0,13,0.0,25,0.0,1,0.0,9,,
1980-1981,1610612754,Regular Season,Pacers,Indiana,107.64634146341463,106.2439024390244,,,,,,3491.0,0.0,30.0,0.0,1815.0,2540.0,1.4024390243902438,24.353658536585368,240.609756097561,44.0,82,8827,8712,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7145669291338582,,38.0,,,0.530642548596112,14,,,,,,,,,,,0.9210029657589647,15,0.0,3,0.22727272727272727,13,0.0,3,0.7555366269165247,8,0.8293253173012692,5,0.0,1,0.0,1,0.3865673249325771,31,,,0.6978869217589949,12,0.4922847187655553,14,0.036585365853659325,12,0.7096774193548387,8,0.5538461538461539,14,1.0,1,,
1980-1981,1610612755,Playoffs,76ers,Philadelphia,105.6875,103.0625,,,,,,637.0,0.0,1.0,0.0,394.0,510.0,-0.125,26.25,240.0,9.0,16,1691,1649,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7725490196078432,,7.0,,,0.4655946274298055,19,,,,,,,,,,,0.15152332165004045,25,0.0,3,0.007575757575757576,26,0.0,3,0.15034071550255537,25,0.15130260521042085,24,0.0,1,0.0,1,0.906150888165446,5,,,0.6263563677898344,16,0.7244897959183674,29,0.0,13,0.14516129032258066,20,0.07692307692307693,4,0.175,4,,
1980-1981,1610612755,Regular Season,76ers,Philadelphia,111.65853658536585,103.8048780487805,,,,,,3636.0,0.0,19.0,0.0,1865.0,2427.0,7.853658536585366,25.26829268292683,242.1341463414634,62.0,82,9156,8512,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7684384013185002,,20.0,,,0.663876889848812,4,,,,,,,,,,,0.9600970612024805,5,0.0,3,0.14393939393939395,17,0.0,3,0.7768313458262351,6,0.7915831663326653,8,0.0,1,0.0,1,0.8693152087270628,9,,,1.0,1,0.6042807366849181,19,0.12804878048780424,7,1.0,1,0.27692307692307694,7,1.0,1,,
1980-1981,1610612756,Playoffs,Suns,Phoenix,91.71428571428571,89.0,,,,,,252.0,0.0,6.0,0.0,132.0,192.0,2.7142857142857144,23.857142857142858,240.0,3.0,7,642,623,0.0,0.0,0.0,0.0,0.0,inf,inf,0.6875,,4.0,,,0.001581302067262831,34,,,,,,,,,,,0.0477217578862227,29,0.0,3,0.045454545454545456,23,0.0,3,0.038756388415672915,30,0.045090180360721446,29,0.0,1,0.0,1,0.14401774849997948,32,,,0.7593212042098394,8,0.43148688046647243,9,0.0,13,0.04838709677419355,22,0.03076923076923077,2,0.0625,6,,
1980-1981,1610612756,Regular Season,Suns,Phoenix,109.98780487804878,104.47560975609755,,,,,,3587.0,0.0,35.0,0.0,1810.0,2427.0,5.512195121951219,24.317073170731707,240.91463414634146,57.0,82,9019,8567,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7457766790276061,,25.0,,,0.6083963282937364,7,,,,,,,,,,,0.9468859530870855,6,0.0,3,0.26515151515151514,10,0.0,3,0.7534071550255537,10,0.7915831663326653,8,0.0,1,0.0,1,0.6662411505024903,21,,,0.8903483723586523,5,0.4878048780487805,12,0.054878048780487285,11,0.9193548387096774,3,0.35384615384615387,9,1.0,1,,
1980-1981,1610612757,Playoffs,Trail Blazers,Portland,105.33333333333333,107.0,,,,,,134.0,0.0,1.0,0.0,47.0,70.0,-1.6666666666666667,20.333333333333332,256.6666666666667,1.0,3,316,321,0.0,0.0,0.0,0.0,0.0,inf,inf,0.6714285714285714,,2.0,,,0.4538336933045354,21,,,,,,,,,,,0.0159072526287409,31,0.0,3,0.007575757575757576,26,0.0,3,0.002555366269165247,33,0.004342017368069473,32,0.0,1,0.0,1,0.0,35,,,0.5541595278888255,23,0.0,1,1.0,1,0.016129032258064516,24,0.0,1,0.0125,8,,
1980-1981,1610612757,Regular Season,Trail Blazers,Portland,110.73170731707317,109.84146341463415,,,,,,3741.0,0.0,25.0,0.0,1573.0,2190.0,1.1728395061728396,24.804878048780488,242.1341463414634,45.0,82,9080,9007,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7182648401826484,,37.0,,,0.6330993520518359,6,,,,,,,,,,,0.9884065785926126,3,0.0,3,0.1893939393939394,15,0.0,3,0.6524701873935264,20,0.7124248496993988,18,0.0,1,0.0,1,0.41970469172190744,28,,,0.6871346884672604,13,0.5475360876057741,18,0.12804878048780424,7,0.7258064516129032,7,0.5384615384615384,13,1.0,1,,
1980-1981,1610612758,Playoffs,Kings,Kansas City,91.66666666666667,94.86666666666666,,,,,,554.0,0.0,13.0,0.0,254.0,354.0,-1.8571428571428572,23.266666666666666,243.33333333333334,7.0,15,1375,1423,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7175141242937854,,8.0,,,0.0,35,,,,,,,,,,,0.12914532218926936,26,0.0,3,0.09848484848484848,20,0.0,3,0.09071550255536627,27,0.09919839679358718,26,0.0,1,0.0,1,0.41297744830377,29,,,0.5452394550053031,24,0.35918367346938773,6,0.20000000000000034,5,0.11290322580645161,21,0.09230769230769231,5,0.1625,5,,
1980-1981,1610612758,Regular Season,Kings,Kansas City,106.9390243902439,106.92682926829268,,,,,,3572.0,0.0,49.0,0.0,1576.0,2203.0,0.012195121951219513,25.573170731707318,241.82926829268294,40.0,82,8769,8768,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7153881071266455,,42.0,,,0.5071544276457882,15,,,,,,,,,,,0.9428417363170666,9,0.0,3,0.3712121212121212,6,0.0,3,0.653747870528109,19,0.7167668670674683,17,0.0,1,0.0,1,0.3939259866167785,30,,,0.6327812678469447,15,0.641612742658039,24,0.10975609756097628,8,0.6451612903225806,9,0.6153846153846154,15,1.0,1,,
1980-1981,1610612759,Playoffs,Spurs,San Antonio,107.71428571428571,109.71428571428571,,,,,,298.0,0.0,2.0,0.0,156.0,209.0,-2.0,24.714285714285715,240.0,3.0,7,754,768,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7464114832535885,,4.0,,,0.5328987966676949,13,,,,,,,,,,,0.06012402264761391,27,0.0,3,0.015151515151515152,25,0.0,3,0.048977853492333905,29,0.05076820307281229,28,0.0,1,0.0,1,0.671929697414044,20,,,0.5385494003426614,25,0.5364431486880469,17,0.0,13,0.04838709677419355,22,0.03076923076923077,2,0.0625,6,,
1980-1981,1610612759,Regular Season,Spurs,San Antonio,112.3048780487805,109.42682926829268,,,,,,3571.0,0.0,15.0,0.0,2052.0,2665.0,2.8780487804878048,25.853658536585368,241.52439024390245,52.0,82,9209,8973,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7699812382739212,,30.0,,,0.6853401727861773,3,,,,,,,,,,,0.942572121865732,10,0.0,3,0.11363636363636363,19,0.0,3,0.856473594548552,2,0.8710754843019372,2,0.0,1,0.0,1,0.8831407316813391,6,,,0.766990291262136,7,0.6759581881533103,28,0.09146341463414662,9,0.8387096774193549,5,0.4307692307692308,11,1.0,1,,
1980-1981,1610612760,Regular Season,SuperSonics,Seattle,104.03658536585365,105.6829268292683,,,,,,3344.0,0.0,32.0,0.0,1811.0,2374.0,-1.646341463414634,24.20731707317073,241.21951219512195,34.0,82,8531,8666,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7628475147430497,,48.0,,,0.41077213822894143,23,,,,,,,,,,,0.8813696414127797,18,0.0,3,0.24242424242424243,12,0.0,3,0.7538330494037478,9,0.7738810955243821,10,0.0,1,0.0,1,0.8192146907092321,12,,,0.5551113649343233,22,0.47436535589845696,11,0.07317073170731694,10,0.5483870967741935,13,0.7076923076923077,19,1.0,1,,
1980-1981,1610612762,Regular Season,Jazz,Utah,101.23170731707317,107.1219512195122,,,,,,3332.0,0.0,42.0,0.0,1595.0,2085.0,-5.890243902439025,25.73170731707317,240.609756097561,28.0,82,8301,8784,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7649880095923262,,54.0,,,0.31762958963282933,29,,,,,,,,,,,0.8781342679967646,19,0.0,3,0.3181818181818182,8,0.0,3,0.661839863713799,18,0.6773547094188377,20,0.0,1,0.0,1,0.8383958884166116,10,,,0.3563677898343804,30,0.6610253857640617,27,0.036585365853659325,12,0.45161290322580644,15,0.8,21,1.0,1,,
1980-1981,1610612764,Regular Season,Bullets,Washington,105.63414634146342,105.6219512195122,,,,,,3549.0,0.0,65.0,0.0,1499.0,2072.0,0.012195121951219513,23.158536585365855,241.21951219512195,39.0,82,8662,8661,0.0,0.0,0.0,0.0,0.0,inf,inf,0.7234555984555985,,43.0,,,0.4638228941684666,20,,,,,,,,,,,0.9366406039363709,13,0.0,3,0.49242424242424243,3,0.0,3,0.620954003407155,22,0.6730126920507682,21,0.0,1,0.0,1,0.4662196182672,26,,,0.6327812678469447,15,0.34594325535092113,4,0.07317073170731694,10,0.6290322580645161,10,0.6307692307692307,16,1.0,1,,
1980-1981,1610612765,Regular Season,Pistons,Detroit,99.6829268292683,106.0,,,21.0,22.0,,3236.0,0.0,13.0,0.0,1689.0,2328.0,-6.1234567901234565,25.670731707317074,240.91463414634146,21.0,82,8174,8692,0.0,0.0,21.0,22.0,0.0,inf,inf,0.7255154639175257,,61.0,,,0.26619870410367175,30,,,,,1.0,1,1.0,1,,,0.8522512806686439,21,0.0,3,0.09848484848484848,20,0.0,3,0.7018739352640545,16,0.7585170340681363,14,0.0,1,0.0,1,0.48467828762077725,25,,,0.3454463410678907,32,0.6535589845694377,26,0.054878048780487285,11,0.3387096774193548,17,0.9076923076923077,23,1.0,1,,
1981-1982,1610612737,Playoffs,Hawks,Atlanta,85.5,104.5,16.5,35.5,6.0,,12.5,63.0,150.0,0.0,3.0,45.0,60.0,-19.0,30.5,252.5,0.0,2,171,209,33.0,71.0,12.0,0.0,25.0,0.42,0.0,0.75,0.02,2.0,,,0.0,35,0.0,31,0.03246753246753247,30,0.5474860335195532,11,,,0.0,1,0.0,35,0.02150845999426441,28,0.0,29,0.0234375,20,0.008525149190110827,33,0.006471389645776567,34,0.0,35,0.0,32,0.6329575596816976,13,0.4091666666666667,12,0.0,35,1.0,33,1.0,1,0.0,27,0.0,1,0.0,10,,
1981-1982,1610612737,Regular Season,Hawks,Atlanta,100.98780487804878,100.45121951219512,22.57894736842105,42.2,6.3076923076923075,10.333333333333334,17.5,3210.0,1651.0,28.0,11.0,1833.0,2387.0,0.5365853658536586,27.617283950617285,242.4390243902439,42.0,82,8281,8237,429.0,844.0,82.0,31.0,140.0,1.9442761962447002,2.5454545454545454,0.7679095098449937,0.006662628709872804,40.0,,,0.37797619047619047,30,0.36842105263157887,23,0.46753246753246774,20,0.6016330038676407,9,0.8012820512820513,5,0.4166666666666667,11,0.803420985448047,23,0.2367364496702036,10,0.27184466019417475,17,0.0859375,15,0.7706734867860188,5,0.7990463215258855,6,0.0,20,0.0,16,0.7137878806399385,8,0.13630627902281445,29,0.7698222008649687,16,0.6608569353667394,27,0.1951219512195121,4,0.6666666666666666,11,0.5846153846153846,15,1.0,1,,
1981-1982,1610612738,Playoffs,Celtics,Boston,105.83333333333333,100.16666666666667,23.3,50.4,8.571428571428571,6.333333333333333,18.5,497.0,892.0,5.0,22.0,271.0,370.0,5.666666666666667,26.90909090909091,246.25,7.0,12,1270,1202,233.0,504.0,60.0,19.0,148.0,0.5571748878923767,0.22727272727272727,0.7324324324324324,0.02466367713004484,5.0,,,0.4962301587301587,23,0.41212121212121217,20,1.0,1,1.0,1,0.41666666666666663,16,0.5,14,0.11079908092928262,26,0.1279036420992257,17,0.04854368932038835,25,0.171875,9,0.10485933503836317,25,0.11205722070844687,26,0.0,31,0.0,30,0.5536705140153414,25,0.5045777279521674,7,0.9719686048374179,4,0.5775401069518717,22,0.5,3,0.1111111111111111,22,0.046153846153846156,3,0.125,4,,
1981-1982,1610612738,Regular Season,Celtics,Boston,111.95121951219512,105.57317073170732,24.666666666666668,46.23809523809524,7.5,11.0,16.5,3657.0,1805.0,49.0,16.0,1817.0,2457.0,6.378048780487805,24.597560975609756,241.21951219512195,63.0,82,9180,8657,518.0,971.0,60.0,11.0,330.0,2.026038781163435,3.0625,0.7395197395197395,0.00886426592797784,19.0,,,0.6455357142857144,6,0.49494949494949503,14,0.7297464440321586,6,0.8114525139664804,5,0.8653846153846153,3,0.3333333333333333,9,0.9175389328567781,5,0.2588184685976484,8,0.47572815533980584,10,0.125,12,0.7638533674339301,6,0.8228882833787466,5,0.0,19,0.0,14,0.5856573920234396,21,0.18134810710987997,26,1.0,1,0.30559540889526543,8,0.09756097560975605,8,1.0,1,0.26153846153846155,5,1.0,1,,
